CRASH_DATE,POSTED_SPEED_LIMIT,TRAFFIC_CONTROL_DEVICE,DEVICE_CONDITION,WEATHER_CONDITION,LIGHTING_CONDITION,FIRST_CRASH_TYPE,TRAFFICWAY_TYPE,LANE_CNT,ALIGNMENT,ROADWAY_SURFACE_COND,ROAD_DEFECT,INTERSECTION_RELATED_I,NOT_RIGHT_OF_WAY_I,HIT_AND_RUN_I,PRIM_CONTRIBUTORY_CAUSE,SEC_CONTRIBUTORY_CAUSE,STREET_DIRECTION,DOORING_I,WORK_ZONE_I,NUM_UNITS,INJURIES_TOTAL,CRASH_HOUR,LATITUDE,LONGITUDE,NUM_PASSENGERS,LIC_PLATE_STATE,VEHICLE_DEFECT,VEHICLE_TYPE,VEHICLE_USE,TRAVEL_DIRECTION,MANEUVER,OCCUPANT_CNT,EXCEED_SPEED_LIMIT_I,FIRST_CONTACT_POINT,PERSON_TYPE,CITY,SEX,AGE,SAFETY_EQUIPMENT,AIRBAG_DEPLOYED,EJECTION,DRIVER_ACTION,DRIVER_VISION,PHYSICAL_CONDITION,PEDPEDAL_ACTION,PEDPEDAL_VISIBILITY,BAC_RESULT VALUE,CELL_PHONE_USE,INJURY,FATALITIES,Location,VEHICLE_AGE,AGE_binned,VEHICLE_AGE_binned,PEDPEDAL_ACTION_NEW,PHYSICAL_CONDITION_NEW,LOCATION_NEW,LOCATION_ADDRESS
2018-10-18 10:20:00,30,NO_SIGN,NO CONTROLS,CLEAR,DAYLIGHT,PEDESTRIAN,NOT_DIVIDED,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,N,N,Y,FAILING TO YIELD RIGHT-OF-WAY,UNABLE TO DETERMINE,E,N,N,2,1,Morning,41.75142042,-87.582064693,0,XX,UNABLE TO DETERMINE,AUTOCYCLE,UNKNOWN/NA,E,TURN,1,N,FRONT,DRIVER,OTHER,M,55.0,UNABLE TO DETERMINE,UNABLE TO DETERMINE,UNABLE TO DETERMINE,FAILED TO YIELD,OTHER,UNABLE TO DETERMINE,UNABLE TO DETERMINE,UNABLE TO DETERMINE,0,UNABLE TO DETERMINE,INJURED,NOT FATAL,Not Downtown,11.0,between 51 and 60,11 to 15,UNABLE TO DETERMINE,UNABLE TO DETERMINE,"41.75142042, -87.582064693","1721-1723, East 79th Street, South Shore, Chicago, Cook County, Illinois, 60649, United States of America"
2019-03-26 16:45:00,30,NO_SIGN,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,NOT_DIVIDED,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,N,N,N,FAILING TO REDUCE SPEED TO AVOID CRASH,FOLLOWING TOO CLOSELY,S,N,N,3,4,Afternoon,41.755985317,-87.605470717,4,IL,NONE,PASSENGER,PERSONAL,S,STRAIGHT AHEAD,5,N,FRONT,DRIVER,CHICAGO,F,18.0,UNABLE TO DETERMINE,DEPLOYED,NONE,FOLLOWED TOO CLOSELY,NOT OBSCURED,NORMAL,UNABLE TO DETERMINE,UNABLE TO DETERMINE,0,UNABLE TO DETERMINE,INJURED,NOT FATAL,Not Downtown,7.0,below 18,5 to 10,UNABLE TO DETERMINE,NORMAL,"41.755985317, -87.605470717","7624-7628, South Cottage Grove Avenue, Grand Crossing, Chicago, Cook County, Illinois, 60619, United States of America"
2017-11-23 04:55:00,35,SIGN,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,NOT_DIVIDED,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,N,N,N,FOLLOWING TOO CLOSELY,UNABLE TO DETERMINE,W,N,N,2,1,Early_morning,41.893276703,-87.635689442,0,IL,NONE,PASSENGER,PERSONAL,W,TURN,1,N,FRONT,DRIVER,OAK FOREST,F,27.0,USED SAFETY EQUIP,NOT DEPLOYED,NONE,FOLLOWED TOO CLOSELY,NOT OBSCURED,NORMAL,UNABLE TO DETERMINE,UNABLE TO DETERMINE,0,UNABLE TO DETERMINE,INJURED,NOT FATAL,Downtown,2.0,between 19 and 30,Below 5,UNABLE TO DETERMINE,NORMAL,"41.893276703, -87.635689442","630, North Franklin Street, Near North Side, Chicago, Cook County, Illinois, 60610, United States of America"
2019-11-30 08:55:00,35,SIGN,FUNCTIONING PROPERLY,RAIN,DAYLIGHT,TURNING,NOT_DIVIDED,2,STRAIGHT AND LEVEL,WET,NO DEFECTS,Y,N,N,UNABLE TO DETERMINE,NOT APPLICABLE,W,N,N,3,1,Morning,41.997457126,-87.765820719,0,IL,UNABLE TO DETERMINE,PASSENGER,PERSONAL,NW,TURN,1,N,FRONT,DRIVER,CHICAGO,F,24.0,USED SAFETY EQUIP,DEPLOYED,NONE,OTHER,NOT OBSCURED,EMOTIONAL,UNABLE TO DETERMINE,UNABLE TO DETERMINE,0,UNABLE TO DETERMINE,INJURED,NOT FATAL,Not Downtown,10.0,between 19 and 30,5 to 10,UNABLE TO DETERMINE,EMOTIONAL,"41.997457126, -87.765820719","Habano Cigar Lounge, 6416, North Lehigh Avenue, Forest Glen, Chicago, Jefferson Township, Cook County, Illinois, 60646, United States of America"
2020-02-05 11:53:00,30,SIGN,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,ANGLE,NOT_DIVIDED,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,Y,N,N,UNABLE TO DETERMINE,UNABLE TO DETERMINE,W,N,N,2,4,Morning,41.885318236,-87.720986852,2,IL,NONE,PASSENGER,PERSONAL,N,OTHER,3,N,OTHER,DRIVER,CHICAGO,M,44.0,DID NOT USE SAFETY EQUIP,DEPLOYED,UNABLE TO DETERMINE,TOO FAST FOR CONDITIONS,NOT OBSCURED,UNABLE TO DETERMINE,UNABLE TO DETERMINE,UNABLE TO DETERMINE,0,UNABLE TO DETERMINE,INJURED,FATAL,Downtown,11.0,between 41 and 50,11 to 15,UNABLE TO DETERMINE,UNABLE TO DETERMINE,"41.885318236, -87.720986852","306, North Hamlin Avenue, Beat 2535, Jefferson Township, Cook County, Illinois, 60624, United States of America"
2020-02-06 14:30:00,30,NO_SIGN,NO CONTROLS,CLEAR,DAYLIGHT,TURNING,NOT_DIVIDED,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,N,N,N,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,N,N,N,2,2,Afternoon,41.976752314,-87.728413622,0,IL,NONE,SPORT UTILITY VEHICLE (SUV),PERSONAL,E,TURN,1,N,OTHER,DRIVER,CHICAGO,M,0.0,USED SAFETY EQUIP,NOT DEPLOYED,NONE,FAILED TO YIELD,OTHER,NORMAL,UNABLE TO DETERMINE,UNABLE TO DETERMINE,0,UNABLE TO DETERMINE,INJURED,NOT FATAL,Not Downtown,8.0,below 18,5 to 10,UNABLE TO DETERMINE,NORMAL,"41.976752314, -87.728413622","5240, North Pulaski Road, North Park, Chicago, Jefferson Township, Cook County, Illinois, 60659, United States of America"
2020-06-01 17:50:00,30,SIGN,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,TURNING,DIVIDED,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,Y,N,N,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,S,N,N,2,1,Afternoon,41.779516038,-87.654646874,0,IL,NONE,PASSENGER,PERSONAL,W,STRAIGHT AHEAD,1,N,OTHER,DRIVER,CHICAGO,F,67.0,UNABLE TO DETERMINE,NOT DEPLOYED,NONE,TOO FAST FOR CONDITIONS,NOT OBSCURED,NORMAL,UNABLE TO DETERMINE,UNABLE TO DETERMINE,0,UNABLE TO DETERMINE,INJURED,NOT FATAL,Not Downtown,13.0,Over 60,11 to 15,UNABLE TO DETERMINE,NORMAL,"41.779516038, -87.654646874","1200, West 63rd Street, West Englewood, Chicago, Cook County, Illinois, 60636, United States of America"
2020-09-02 13:43:00,30,NO_SIGN,NO CONTROLS,CLEAR,DAYLIGHT,PEDESTRIAN,NOT_DIVIDED,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,Y,N,N,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,W,N,N,2,1,Afternoon,41.840553269,-87.73424049,0,IL,UNABLE TO DETERMINE,OTHER,OTHER,N,OTHER,0,N,OTHER,PEDESTRIAN,CHICAGO,F,44.0,DID NOT USE SAFETY EQUIP,UNABLE TO DETERMINE,UNABLE TO DETERMINE,OTHER,NOT OBSCURED,NORMAL,CROSSING - NO CONTROLS (AT INTERSECTION),NO CONTRASTING CLOTHING,0,UNABLE TO DETERMINE,INJURED,NOT FATAL,Downtown,7.0,between 41 and 50,5 to 10,CROSSING,NORMAL,"41.840553269, -87.73424049","4400, West 28th Street, South Lawndale, Chicago, Cook County, Illinois, 60623, United States of America"
2020-08-29 20:45:00,25,NO_SIGN,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PEDESTRIAN,NOT_DIVIDED,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,N,N,N,ANIMAL,NOT APPLICABLE,N,N,N,2,2,Night,41.977917956,-87.712233393,0,IL,NONE,PASSENGER,PERSONAL,S,STRAIGHT AHEAD,1,N,OTHER,DRIVER,CHICAGO,M,38.0,USED SAFETY EQUIP,NOT DEPLOYED,NONE,NONE,NOT OBSCURED,NORMAL,UNABLE TO DETERMINE,UNABLE TO DETERMINE,0,UNABLE TO DETERMINE,INJURED,NOT FATAL,Not Downtown,11.0,between 31 and 40,11 to 15,UNABLE TO DETERMINE,NORMAL,"41.977917956, -87.712233393","5309, North Christiana Avenue, North Park, Chicago, Jefferson Township, Cook County, Illinois, 60659, United States of America"
2019-12-05 06:20:00,30,NO_SIGN,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT_DIVIDED,2,"CURVE, LEVEL",NO DEFECTS,CLEAR,N,N,N,NOT APPLICABLE,NOT APPLICABLE,S,N,N,3,3,Early_morning,41.773438566,-87.566899306,0,IL,NONE,PASSENGER,PERSONAL,E,STRAIGHT AHEAD,1,N,OTHER,DRIVER,CHICAGO,F,42.0,USED SAFETY EQUIP,UNABLE TO DETERMINE,NONE,OTHER,NOT OBSCURED,NORMAL,UNABLE TO DETERMINE,UNABLE TO DETERMINE,0,UNABLE TO DETERMINE,INJURED,NOT FATAL,Not Downtown,6.0,between 41 and 50,5 to 10,UNABLE TO DETERMINE,NORMAL,"41.773438566, -87.566899306","Quadrangle House, 6700, South South Shore Drive, South Shore, Chicago, Cook County, Illinois, 60649, United States of America"
2019-11-12 13:05:00,30,SIGN,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,TURNING,DIVIDED,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,Y,N,N,DISTRACTION - FROM OUTSIDE VEHICLE,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,N,N,N,2,1,Afternoon,41.997823159,-87.689738822,0,IL,UNABLE TO DETERMINE,PASSENGER,PERSONAL,S,STRAIGHT AHEAD,1,N,OTHER,DRIVER,CHICAGO,F,21.0,USED SAFETY EQUIP,DEPLOYED,NONE,DISREGARDED CONTROL DEVICES,BLINDED - SUNLIGHT,NORMAL,UNABLE TO DETERMINE,UNABLE TO DETERMINE,0,UNABLE TO DETERMINE,INJURED,NOT FATAL,Not Downtown,7.0,between 19 and 30,5 to 10,UNABLE TO DETERMINE,NORMAL,"41.997823159, -87.689738822","6406-6410, North Claremont Avenue, West Ridge, Edgewater, Chicago, Cook County, Illinois, 60645, United States of America"
2018-05-17 17:49:00,30,SIGN,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT_DIVIDED,4,STRAIGHT AND LEVEL,DRY,NO DEFECTS,N,N,N,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,NOT APPLICABLE,W,N,N,5,1,Afternoon,41.953040948,-87.78537644,0,IL,UNABLE TO DETERMINE,PASSENGER,PERSONAL,W,OTHER,1,N,REAR,DRIVER,CHICAGO,M,63.0,USED SAFETY EQUIP,DEPLOYED,NONE,NONE,NOT OBSCURED,NORMAL,UNABLE TO DETERMINE,UNABLE TO DETERMINE,0,UNABLE TO DETERMINE,INJURED,NOT FATAL,Not Downtown,21.0,Over 60,Over 15,UNABLE TO DETERMINE,NORMAL,"41.953040948, -87.78537644","6330-6336, West Irving Park Road, Portage Park, Chicago, Jefferson Township, Cook County, Illinois, 60634, United States of America"
2019-01-15 14:50:00,35,SIGN,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,TURNING,DIVIDED,4,STRAIGHT AND LEVEL,DRY,NO DEFECTS,Y,N,N,UNABLE TO DETERMINE,NOT APPLICABLE,W,N,N,2,1,Afternoon,41.909661811,-87.735570522,0,IL,NONE,PASSENGER,PERSONAL,S,TURN,1,N,FRONT,DRIVER,CHICAGO,F,52.0,UNABLE TO DETERMINE,NOT DEPLOYED,NONE,OTHER,NOT OBSCURED,NORMAL,UNABLE TO DETERMINE,UNABLE TO DETERMINE,0,UNABLE TO DETERMINE,INJURED,NOT FATAL,Downtown,14.0,between 51 and 60,11 to 15,UNABLE TO DETERMINE,NORMAL,"41.909661811, -87.735570522","4343, West North Avenue, Beat 2534, Chicago, Jefferson Township, Cook County, Illinois, 60302, United States of America"
2019-06-17 15:30:00,20,SIGN,FUNCTIONING PROPERLY,CLOUDY/OVERCAST,DAYLIGHT,PEDESTRIAN,NOT_DIVIDED,2,STRAIGHT AND LEVEL,DRY,CLEAR,N,N,Y,FAILING TO YIELD RIGHT-OF-WAY,FAILING TO YIELD RIGHT-OF-WAY,S,N,N,2,1,Afternoon,41.758182644,-87.631195562,0,IL,UNABLE TO DETERMINE,OTHER,OTHER,N,OTHER,0,N,OTHER,PEDESTRIAN,CHICAGO,M,14.0,DID NOT USE SAFETY EQUIP,UNABLE TO DETERMINE,UNABLE TO DETERMINE,NONE,OTHER,NORMAL,CROSSING - WITH SIGNAL,NO CONTRASTING CLOTHING,0,UNABLE TO DETERMINE,INJURED,NOT FATAL,Not Downtown,8.0,below 18,5 to 10,CROSSING,NORMAL,"41.758182644, -87.631195562","221-235, West 75th Street, Auburn Park, Chicago, Cook County, Illinois, 60620, United States of America"
2019-02-13 16:46:00,30,SIGN,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT_DIVIDED,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,Y,N,N,IMPROPER TURNING/NO SIGNAL,NOT APPLICABLE,N,N,N,2,1,Afternoon,41.932587862,-87.64501849,0,CO,NONE,PASSENGER,PERSONAL,S,TURN,1,N,FRONT,DRIVER,LITTLETON,F,28.0,UNABLE TO DETERMINE,NOT DEPLOYED,NONE,FAILED TO YIELD,NOT OBSCURED,NORMAL,UNABLE TO DETERMINE,UNABLE TO DETERMINE,0,UNABLE TO DETERMINE,INJURED,NOT FATAL,Not Downtown,3.0,between 19 and 30,Below 5,UNABLE TO DETERMINE,NORMAL,"41.932587862, -87.64501849","2742-2754, North Clark Street, Lincoln Park, Chicago, Cook County, Illinois, 60614, United States of America"
2019-08-06 12:48:00,35,NO_SIGN,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT_DIVIDED,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,N,N,N,UNABLE TO DETERMINE,UNABLE TO DETERMINE,W,N,N,2,1,Afternoon,41.910654418,-87.659089813,0,IL,UNABLE TO DETERMINE,PASSENGER,PERSONAL,W,OTHER,1,N,FRONT,DRIVER,CHICAGO,M,43.0,USED SAFETY EQUIP,NOT DEPLOYED,NONE,OTHER,NOT OBSCURED,NORMAL,UNABLE TO DETERMINE,UNABLE TO DETERMINE,0,UNABLE TO DETERMINE,INJURED,NOT FATAL,Not Downtown,7.0,between 41 and 50,5 to 10,UNABLE TO DETERMINE,NORMAL,"41.910654418, -87.659089813","1217, West North Avenue, West Town, Lincoln Park, Chicago, Cook County, Illinois, 60642, United States of America"
2018-01-05 20:30:00,30,SIGN,FUNCTIONING PROPERLY,SNOW,DARKNESS,PEDESTRIAN,NOT_DIVIDED,2,STRAIGHT AND LEVEL,SNOW OR SLUSH,NO DEFECTS,Y,N,Y,UNABLE TO DETERMINE,NOT APPLICABLE,W,N,N,3,1,Night,41.794052475,-87.633046479,1,IL,UNABLE TO DETERMINE,PASSENGER,UNKNOWN/NA,N,STRAIGHT AHEAD,2,N,OTHER,DRIVER,OTHER,M,32.0,DID NOT USE SAFETY EQUIP,NOT DEPLOYED,NONE,OTHER,OTHER,UNABLE TO DETERMINE,UNABLE TO DETERMINE,UNABLE TO DETERMINE,0,UNABLE TO DETERMINE,INJURED,NOT FATAL,Not Downtown,9.0,between 31 and 40,5 to 10,UNABLE TO DETERMINE,UNABLE TO DETERMINE,"41.794052475, -87.633046479","5514, South Princeton Avenue, Chicago, Cook County, Illinois, 60621, United States of America"
2019-04-21 13:40:00,20,SIGN,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,PEDALCYCLIST,DIVIDED,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,N,N,N,UNABLE TO DETERMINE,UNABLE TO DETERMINE,S,N,N,3,1,Afternoon,41.709165055,-87.609089037,0,IL,UNABLE TO DETERMINE,OTHER,OTHER,N,OTHER,0,N,OTHER,BICYCLE,CHICAGO,M,58.0,USED SAFETY EQUIP,UNABLE TO DETERMINE,NONE,NONE,NOT OBSCURED,NORMAL,CROSSING - CONTROLS PRESENT (NOT AT INTERSECTION),NO CONTRASTING CLOTHING,0,UNABLE TO DETERMINE,INJURED,NOT FATAL,Not Downtown,12.0,between 51 and 60,11 to 15,CROSSING,NORMAL,"41.709165055, -87.609089037","601-605, East 102nd Street, Roseland, Chicago, Cook County, Illinois, 60628, United States of America"
2019-12-13 07:00:00,30,SIGN,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,PEDESTRIAN,NOT_DIVIDED,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,Y,N,N,"VISION OBSCURED (SIGNS, TREE LIMBS, BUILDINGS, ETC.)",UNABLE TO DETERMINE,W,N,N,2,1,Early_morning,41.768946489,-87.644570662,0,IL,UNABLE TO DETERMINE,OTHER,OTHER,N,OTHER,0,N,OTHER,PEDESTRIAN,CHICAGO,M,71.0,DID NOT USE SAFETY EQUIP,UNABLE TO DETERMINE,UNABLE TO DETERMINE,NONE,NOT OBSCURED,HAD BEEN DRINKING,CROSSING - WITH SIGNAL,NO CONTRASTING CLOTHING,0,UNABLE TO DETERMINE,INJURED,NOT FATAL,Not Downtown,6.0,Over 60,5 to 10,CROSSING,INTOXICATED,"41.768946489, -87.644570662","Halsted St & 69th St, South Halsted Street, Becks Park, Chicago, Cook County, Illinois, 60621, United States of America"
2018-10-05 20:19:00,30,NO_SIGN,NO CONTROLS,RAIN,"DARKNESS, LIGHTED ROAD",REAR END,NOT_DIVIDED,2,STRAIGHT AND LEVEL,WET,NO DEFECTS,N,N,N,UNDER THE INFLUENCE OF ALCOHOL/DRUGS (USE WHEN ARREST IS EFFECTED),FOLLOWING TOO CLOSELY,N,N,N,2,1,Night,41.953100179,-87.70784644,1,OH,NONE,PASSENGER,PERSONAL,N,STRAIGHT AHEAD,2,N,OTHER,DRIVER,CHICAGO,F,34.0,DID NOT USE SAFETY EQUIP,NOT DEPLOYED,NONE,FOLLOWED TOO CLOSELY,NOT OBSCURED,IMPAIRED - ALCOHOL,UNABLE TO DETERMINE,UNABLE TO DETERMINE,0,UNABLE TO DETERMINE,INJURED,NOT FATAL,Not Downtown,14.0,between 31 and 40,11 to 15,UNABLE TO DETERMINE,INTOXICATED,"41.953100179, -87.70784644","3932, North Kedzie Avenue, Irving Park, Chicago, Jefferson Township, Cook County, Illinois, 60625, United States of America"
2018-04-04 06:48:00,30,SIGN,FUNCTIONING PROPERLY,SLEET/HAIL,DAYLIGHT,PEDESTRIAN,NOT_DIVIDED,2,STRAIGHT AND LEVEL,ICE,NO DEFECTS,Y,N,N,FAILING TO YIELD RIGHT-OF-WAY,"VISION OBSCURED (SIGNS, TREE LIMBS, BUILDINGS, ETC.)",W,N,N,2,1,Early_morning,41.932769837,-87.652582877,0,IL,UNABLE TO DETERMINE,OTHER,OTHER,N,OTHER,0,N,OTHER,PEDESTRIAN,EVANSTON,M,22.0,DID NOT USE SAFETY EQUIP,UNABLE TO DETERMINE,UNABLE TO DETERMINE,NONE,OTHER,NORMAL,CROSSING - WITH SIGNAL,NO CONTRASTING CLOTHING,0,UNABLE TO DETERMINE,INJURED,NOT FATAL,Not Downtown,12.0,between 19 and 30,11 to 15,CROSSING,NORMAL,"41.932769837, -87.652582877","926-928, West Diversey Parkway, Lincoln Park, Chicago, Cook County, Illinois, 60657, United States of America"
2018-08-03 21:30:00,20,SIGN,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",ANGLE,DIVIDED,3,STRAIGHT AND LEVEL,DRY,"RUT, HOLES",N,N,N,DISREGARDING STOP SIGN,FAILING TO REDUCE SPEED TO AVOID CRASH,S,N,N,2,2,Night,41.748617735,-87.651407573,0,IL,NONE,PASSENGER,PERSONAL,E,STRAIGHT AHEAD,1,N,FRONT,DRIVER,CHICAGO,F,23.0,USED SAFETY EQUIP,NOT DEPLOYED,NONE,FAILED TO YIELD,NOT OBSCURED,NORMAL,UNABLE TO DETERMINE,UNABLE TO DETERMINE,0,UNABLE TO DETERMINE,INJURED,NOT FATAL,Not Downtown,8.0,between 19 and 30,5 to 10,UNABLE TO DETERMINE,NORMAL,"41.748617735, -87.651407573","8000, South Aberdeen Street, Auburn Gresham, Chicago, Cook County, Illinois, 60620, United States of America"
2019-12-06 07:35:00,30,NO_SIGN,NO CONTROLS,CLEAR,DAYLIGHT,HEAD ON,NOT_DIVIDED,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,N,N,N,FAILING TO REDUCE SPEED TO AVOID CRASH,UNABLE TO DETERMINE,W,N,N,2,2,Early_morning,41.945212579,-87.82372778,0,IL,UNABLE TO DETERMINE,PASSENGER,PERSONAL,E,STRAIGHT AHEAD,1,N,OTHER,DRIVER,CHICAGO,F,18.0,USED SAFETY EQUIP,DEPLOYED,NONE,OTHER,OTHER,NORMAL,UNABLE TO DETERMINE,UNABLE TO DETERMINE,0,UNABLE TO DETERMINE,INJURED,NOT FATAL,Not Downtown,3.0,below 18,Below 5,UNABLE TO DETERMINE,NORMAL,"41.945212579, -87.82372778","7850, West Addison Street, Dunning, Chicago, Jefferson Township, Cook County, Illinois, 60634, United States of America"
2019-10-19 10:40:00,10,NO_SIGN,NO CONTROLS,CLEAR,DAYLIGHT,OTHER OBJECT,DIVIDED,2,STRAIGHT AND LEVEL,DRY,CLEAR,N,N,N,UNABLE TO DETERMINE,UNABLE TO DETERMINE,W,N,N,2,1,Morning,41.851288488,-87.723850843,2,IL,UNABLE TO DETERMINE,PASSENGER,PERSONAL,NE,OTHER,3,N,OTHER,DRIVER,CHICAGO,F,46.0,USED SAFETY EQUIP,NOT DEPLOYED,NONE,OTHER,NOT OBSCURED,NORMAL,UNABLE TO DETERMINE,UNABLE TO DETERMINE,0,UNABLE TO DETERMINE,INJURED,NOT FATAL,Downtown,9.0,between 41 and 50,5 to 10,UNABLE TO DETERMINE,NORMAL,"41.851288488, -87.723850843","Amstar, West Ogden Avenue, North Lawndale, Chicago, Cook County, Illinois, 60402, United States of America"
2017-10-13 21:09:00,30,SIGN,NO CONTROLS,CLEAR,DARKNESS,PARKED MOTOR VEHICLE,NOT_DIVIDED,1,STRAIGHT AND LEVEL,DRY,NO DEFECTS,N,N,N,NOT APPLICABLE,NOT APPLICABLE,W,N,N,2,2,Night,41.929330725,-87.782122089,0,IL,NONE,VAN/MINI-VAN,PERSONAL,W,OTHER,0,N,FRONT,UNABLE TO DETERMINE,OTHER,UNABLE TO DETERMINE,44.0,UNABLE TO DETERMINE,UNABLE TO DETERMINE,UNABLE TO DETERMINE,OTHER,OTHER,UNABLE TO DETERMINE,UNABLE TO DETERMINE,UNABLE TO DETERMINE,0,UNABLE TO DETERMINE,INJURED,NOT FATAL,Not Downtown,17.0,between 41 and 50,Over 15,UNABLE TO DETERMINE,UNABLE TO DETERMINE,"41.929330725, -87.782122089","2700, North Merrimac Avenue, Beat 2512, Chicago, Jefferson Township, Cook County, Illinois, 60634, United States of America"
2020-05-14 16:40:00,30,NO_SIGN,NO CONTROLS,CLEAR,DAYLIGHT,ANGLE,DIVIDED,2,STRAIGHT AND LEVEL,WET,NO DEFECTS,Y,N,N,FAILING TO REDUCE SPEED TO AVOID CRASH,DISREGARDING STOP SIGN,N,N,N,3,4,Afternoon,41.928967931,-87.795554512,0,IL,NONE,PASSENGER,PERSONAL,S,STRAIGHT AHEAD,1,N,OTHER,DRIVER,NORTHLAKE,M,31.0,USED SAFETY EQUIP,DEPLOYED,NONE,NONE,NOT OBSCURED,NORMAL,UNABLE TO DETERMINE,UNABLE TO DETERMINE,0,UNABLE TO DETERMINE,INJURED,NOT FATAL,Not Downtown,9.0,between 31 and 40,5 to 10,UNABLE TO DETERMINE,NORMAL,"41.928967931, -87.795554512","2658, North Oak Park Avenue, Beat 2511, Chicago, Jefferson Township, Cook County, Illinois, 60634, United States of America"
2019-03-14 12:37:00,30,SIGN,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,ANGLE,NOT_DIVIDED,2,STRAIGHT AND LEVEL,WET,NO DEFECTS,Y,N,N,FAILING TO REDUCE SPEED TO AVOID CRASH,DISREGARDING TRAFFIC SIGNALS,S,N,N,2,3,Afternoon,41.801888793,-87.631855306,3,IL,NONE,BUS OVER 15 PASS.,CTA,S,STRAIGHT AHEAD,4,N,REAR,DRIVER,CHICAGO,F,63.0,USED SAFETY EQUIP,NOT DEPLOYED,NONE,NONE,NOT OBSCURED,NORMAL,UNABLE TO DETERMINE,UNABLE TO DETERMINE,0,UNABLE TO DETERMINE,INJURED,NOT FATAL,Not Downtown,0.0,Over 60,Below 5,UNABLE TO DETERMINE,NORMAL,"41.801888793, -87.631855306","Dan Ryan Expressway, Fuller Park, Chicago, Cook County, Illinois, 6069, United States of America"
2018-09-11 15:31:00,30,SIGN,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,ANGLE,NOT_DIVIDED,4,STRAIGHT AND LEVEL,DRY,NO DEFECTS,Y,N,N,FAILING TO REDUCE SPEED TO AVOID CRASH,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,S,N,N,2,3,Afternoon,41.759434324,-87.658970019,1,IN,UNABLE TO DETERMINE,PICKUP,PERSONAL,E,STRAIGHT AHEAD,2,N,REAR,DRIVER,DOLTON,M,31.0,UNABLE TO DETERMINE,NOT DEPLOYED,NONE,OTHER,OTHER,NORMAL,UNABLE TO DETERMINE,UNABLE TO DETERMINE,0,UNABLE TO DETERMINE,INJURED,NOT FATAL,Not Downtown,17.0,between 31 and 40,Over 15,UNABLE TO DETERMINE,NORMAL,"41.759434324, -87.658970019","7400-7440, South Loomis Boulevard, West Englewood, Chicago, Cook County, Illinois, 60620, United States of America"
